title,units,description
ESM 305 - Environmental Conflict Resolution,3,"Introduction to conflict theory as applied in complex natural resource disputes. Skill development in planning culturally appropriate and inclusive public participation processes, meeting facilitation, and conflict mediation. Comparison of options for nonviolent conflict management."
ESM 309B - Environmental Communication,3,"This course is intended for advanced students who want to learn the basic theories, strategies, and techniques used to communicate a body of scientific knowledge to the public in a comprehensible manner."
ESM 325 - Environmental Law and Regulation,3,"Overview of laws, policy, and institutions used to regulate natural resource management and protect the environment. Legal principles; property rights; federal, state, and international environmental legislation; and regulatory authorities."
ESM 435 - Grant Proposal Writing,3,"Fundamentals of grant proposal writing, from conception of the idea to writing a coherent and persuasive proposal. Combines critical thinking, communication and quantitative reasoning skills, and critical evaluation of proposals."
ESM 410W - Geospatial Capstone,4,"Bring your multidisciplinary education to bear on real-world issues. Work with clients to apply geospatial methods and technology to environmental and social challenges. Develop professional analytic, communication and presentation skills.
Cross-listed with: GSP 410W"
ESM 411W - Energy and Climate Capstone,4,Bring your multidisciplinary education to bear on real-world problems. Work with client agencies to evaluate and address critical energy and climate challenges in our community and beyond.
ESM 453W - Environmental Education and Interpretation Capstone,4,"Bring your multidisciplinary education to bear on real-world projects. Work with client agencies to develop interpretive exhibits, panels, and programming, and with local schools to develop science based curriculum."
ESM 455W - Ecological Restoration Capstone,4,"Bring your multidisciplinary education to bear on real-world projects. Work with client agencies to apply the restoration process, devise methods and goals for restoration, develop management strategies for restored sites."
ESM 475W - Environmental Planning and Policy Capstone,4,Bring your multidisciplinary education to bear on real-world projects. Apply research skills in response to a community client’s request for assistance with an environmental planning or policy topic.
GEOG 106 - Physical Geography,3,"Global patterns of climate, soils, vegetation. Landform geography. Climate regions defined on basis of physical environmental and agricultural land-use parameters. Geography majors must also take GEOG 106L."
GSP 216 - Introduction to Remote Sensing,3,"Introductory course in remote sensing focusing on broad topics pertaining to nature of radiation, aerial photography and interpretation, multispectral scanners, and image data and processing."
GSP 270 - Geographic Information Science (GIS),3,"Introductory course in Geographic Information Science and spatial analysis involving collection, manipulation, display, and analysis of geographically referenced data. Raster and Vector data, overlays, buffer, proximity analysis and SQL queries."
GSP 316 - Cartography,4,"Cartographic visualization and map design principles through GIS and illustration programs, the selection of appropriate map projections, data classification, color, visual variables, charts, graphs, and diagrams."
GSP 318 - Geospatial Programming I,3,"Introduction to programming for geospatial students. Covers problem decomposition, control structures, simple data structures, testing, and documentation, using the Python programming language and geospatial-oriented examples."
GSP 326 - Intermediate Remote Sensing,3,"Intermediate level course focusing on digital image processing involving image enhancements, image rectifications, classification, and accuracy assessments. Additional topics include image processing techniques involving thermal, hyperspectral, Radar, and LiDAR data."
GSP 330 - Mobile Mapping,3,"Concepts and techniques of data collection using mapping-grade GPS units. Topics include understanding data collection protocols, data processing, GIS integration, error sources, differential correction, and other advanced capabilities."
GSP 370 - Intermediate Geographic Information Science (GIS),3,"Data accuracy and quality, standard and advanced geospatial data models, data integration and analysis, constraint analysis, location-allocation analysis, metadata standards and documentation, geospatial ethics, industry applications of geospatial analysis."
GSP 418 - Geospatial Programming II,3,"Creating enterprise-level geospatial infrastructures for analysis, monitoring, and modeling. Web and mobile development of geospatial applications. Use of enterprise-level databases, object-oriented programming and design methods, and professional software development processes."
GSP 436 - Advanced Remote Sensing,3,"Advanced course in remote sensing. Topics include advanced image enhancements involving project design, image fusion, higher levels of image classification techniques including object-oriented classifications, machine learning techniques, geostatistics, etc."
GSP 470 - Advanced Geospatial Analysis and Modeling,3,"Analysis of uncertainty, autocorrelation, trend-surfaces, and random processes. Modeling using point-process, generalized linear, generalized additive, and machine learning methods. Selecting appropriate alternative modeling methods including cellular automata, agent-based, neural networks, and stimulation. Validating and characterizing models using Monte Carlo and other methods.
Co-listed with: GSP 570. (Only one of the co-listed courses may be taken for credit. See Terminology for more information.)"
ESM 425 - Environmental Impact Assessment,3,Legislative/judicial history and current implementation of National Environmental Policy Act (NEPA) and California Environmental Quality Act (CEQA). Practice analyzing and preparing impact assessments for development projects.
ESM 360 - Introduction to Environmental Planning Methods,3,"Interdisciplinary planning methods. Application of ecological, economic, and social information and analysis for environmental planning from wildlands to working landscapes, rural and urban communities, at site and landscape scales. Must have sophomore standing or greater."
ESM 430 - Natural Resource Management in Protected Areas,3,"Principles/practices managing natural resources in wildland recreation areas. Fire, air, water quality; erosion; endangered species; exotic species control; hazardous features. Case studies."
FISH 260 - Fish Conservation and Management,3,"Introduction to fisheries science. Overview of relationships between fish and people, including law and regulatory agencies, management programs, and conservation."
FISH 300 - Introduction to Fishery Biology,3,"Identification, life histories, and ecology of important freshwater and marine fishes. Principles of fisheries management and its relationships with management of other resources."
FOR 302 - Forest Ecosystems and People,3,"Interaction between forest science principles of different forest ecosystems and social expectations and needs. Evolution of how people use the forests of California, from wilderness to city parks. California as the leading edge of forest users."
FOR 307 - California’s Forests and Woodlands,3,"Factors affecting distribution, perpetuation, and health of California’s forests and woodlands. Field identification of northern California trees and shrubs. Weekend field trips."
GEOL 300 - Geology of California,3,"Examine the rocks, landscapes and geologic development of California’s major geologic provinces. Investigate the role of the state’s tectonic setting and geologic history on topics such as seismic hazard, geologic record of climate change, and water, mineral and energy resources in the Golden State. Cannot count for geology majors as upper division geology area of specialization."
GEOL 303 - Earth Resources and Global Environmental Change,3,"Origins, occurrence, and limits of important energy, mineral, and water resources. Societal and environmental impacts of resource use and global climate change. Cannot count for geology majors as upper division geology area of specialization."
GEOL 306 - General Geomorphology,3,"Origin and development of landforms, landform classification, geomorphic processes. Methods of geomorphological analysis, topographic map interpretation, and aerial photo interpretation. May require two weekend field trips."
GEOL 308 - Natural Disasters,3,"Mitigating geologic hazards through technology, behavioral and cultural adaptation, risk assessment and prediction, and communication of hazard information. Case studies of earthquakes, volcanoes, tsunamis, hurricanes, floods, landslides, and climate change. Cannot count for geology majors as upper division geology area of specialization."
NAS 309 - Traditional Ecological Knowledge and Indigenous Natural Resource Management,3,"Emphasis on ethical engagement of Traditional Ecological Knowledge; best practices for Indigenous natural resource management and the critical importance of Indigenous sciences and knowledges to addressing and developing natural resource management plans and projects. Comparison of the cultural traditions and beliefs of indigenous people, with those of western science based management."
OCN 301 - Marine Ecosystems - Human Impact,3,"Relationships and interaction between humans and marine life. Living organisms: in history and legend, as food, and as industrial resource. Problems and aesthetic aspects of marine organisms."
OCN 304 - Resources of the Sea,3,"Non-Living resources of the ocean floor and water; distribution, origin, and exploitation of minerals; energy production from the ocean; environmental and political problems of ocean exploitation."
RRS 306 - Rangeland Management Principles,3,Analysis of rangeland biophysical communities; management for sustainable human and environmental values; use by wild and domestic animals; historical and legal changes in rangeland management.
WSHD 310 - Hydrology and Watershed Management,4,"Hydrologic considerations of forest roads, stream crossings, road drainage. Management influences on hydrologic processes and aquatic habitat; protecting salmonid resources."
WLDF 301 - Principles of Wildlife Management,3,Plant / animal ecology; population dynamics; philosophy.
WLDF 468 - Spatial Wildlife Ecology,3,Methods and theory for studying spatial wildlife relationships; home range analysis; habitat selection and distribution models; corridor modeling and connectivity.
