title,units,description
"HIST 342 - Musketeers, Witches and Kings",4,"Early Modern Europe. Social, cultural, intellectual, religious, economic, political developments from late Reformation to Napoleon. Emphasis on popular belief/culture, baroque kingship, everyday life, eighteenth-century ‘public,’ political culture of French Revolution."
HIST 343 - French Revolution and Napoleon,4,"Traces origins, outbreak, progression, and legacy of French Revolution and Napoleon. Special emphasis on socio-economic, intellectual, cultural, and political developments and on historiography."
HIST 345 - Imperialism,4,"Study of European imperialism with emphasis on 19th/20th centuries. Exploration of details of imperialism as well as role of race, gender, mission, language, and art in shaping colonial interactions."
HIST 348 - Modern Germany,4,"History/Historiography, 1517-present. Emphasis on ‘special path’ of German history, Lutheran Reformation, Thirty Years War, rise of Prussia, unification under Bismarck, world wars, and Germany’s role in Cold War and EU."
HIST 349 - Renaissance and Reformation,4,"Western Europe in the 15th and 16th centuries. An exploration of the artistic vision, intellectual revival, and religious conflicts of the period, and the foundation of nation states."
HIST 350 - History of the Soviet Union,4,"Covers all aspects of the Soviet experiment from the revolution of 1917, through the Stalin years, and through the long decline and sudden collapse of the Soviet Union."
HIST 353 - Modern Britain,4,Britain from the Act of Union: Parliament to Devolution; the Industrial Revolution and its cost; the rise and loss of Empire; and the establishment and fate of the welfare state.
HIST 392 - Special Topics in European History,1-4,"Special topics in European history that may include major events, themes, or historical periods. Topic varies. One of four units is individualized instruction on assigned topics."
ECON 323 - Economic History of the US,3,"Trace development of American economy and underlying economic, legal, and social institutions. Interaction among economic, social, and political conditions. Critique conventional wisdom on economic interpretation of historical issues, such as the revolution, Civil War, and slavery. Fulfills legislature-mandated requirement in US history. Economics and business administration majors MUST co-enroll in ECON 323D."
ECON 323D - Economic History of the US - Additional Depth,1,Additional depth of content for ECON 323. Students receive single grade for combined four units of ECON 323 and ECON 323D.
HIST 305 - The American West,3,Diverse American peoples and their frontier experiences between Appalachians and Pacific Coast. History majors must take with HIST 305M.
HIST 305M - The American West Depth Experience,1,"Embedded writing workshop. Students write a 10-12 page research paper. Includes: primary and secondary literature review, library research methods, analysis, organization, and peer editing."
HIST 368 - Colonial and Revolutionary America,4,"Growth of English mainland colonies in 17th and 18th centuries, culminating in war for American independence."
HIST 369 - Age of Jefferson and Jackson,4,"Battles over constitutional interpretations from 1787 to 1830s. Biographical emphasis. Development of political parties, social and economic reforms, states’ rights."
HIST 371 - Civil War and Reconstruction,4,"Dissolution and reunification of American Union, 1861-77. Rebellion and secession; military campaigns; wartime civil rights; constitutional, political, social crises."
"HIST 372 - Rise of Modern America, 1877- 1929",4,Industrial and urban growth; rise of big business and big government; US as a world power.
"HIST 374 - Contemporary America, 1929 to the Present",4,"Economic, social, cultural and political change with an emphasis on issues of gender and race. The relationship between foreign and domestic policy and changes in technology are also covered."
"HIST 375A - US Foreign Relations, 1789-1943",4,Survey main themes from American Revolution through 19th century; then 1890s until World War II covered in greater depth.
"HIST 375B - US Foreign Relations, 1943-Present",4,"From World War II to present day, emphasizing themes such as domestic politics, US visions of its role in the world, the media, and changing world conditions."
HIST 383 - California History,4,"Historical analysis of factors producing the complex, diverse commonwealth of California."
HIST 391 - Special Topics and Interdisciplinary Studies in History,1-4,"Topics announced in class schedule. Examples: cold war, novel as history, Puritanism, 20th century US science and technology, Arab/Israel conflict, South Africa."
HIST 319 - Emergence of the Modern Middle East,4,This interdisciplinary course explores the Middle East through the disciplines of history and geography using a wide variety of assignments and primary and secondary sources. Sophomore standing or greater.
HIST 323 - Gender and Sexuality in East Asian History,4,This seminar explores gender roles and relations and sexual cultures in the context of East Asian history. Readings include translated historical documents and works by modern scholars.
"HIST 324 - The Arab-Israeli Conflict: History, Narratives and Nationalism",4,"The Arab-Israeli Conflict: History, Narratives and Nationalism. Traces the history and politics of the Arab-Israeli conflict from its earliest days. Explains events and narratives that shaped this longstanding conflict, while also analyzing U.S. involvement in it."
HIST 326 - History of Mexico,4,"Surveys Mexican history from Pre-Columbian indigenous societies to present-day EZLN uprising in Chiapas. Focus placed upon political, economic, environmental history, and foreign relations with the United States."
HIST 327 - History of Brazil,4,"Political, economic, and social/cultural history from the colonial era to the present day. Special emphasis on the legacy of African slavery and on Brazil’s multicultural society."
HIST 328 - Women and Gender in Latin America,4,"Examines history of women and gender relations in Latin America and Caribbean. Considers historical constructs of masculinity and femininity in context of colonialism, nation building, revolution, and globalization."
HIST 329 - Imperial China,4,"Through lectures, readings, discussions, and research assignments, Imperial China provides students with an intensive introduction to Chinese history from the Bronze Age through the Ming Dynasty."
HIST 338 - Modern Chinese History,4,Political/ social events from Opium Wars to the present.
HIST 339 - Modern Japanese History,4,"Political, social, and economic events from Tokugawa shogunate to present. Westernizing/ modernizing processes."
HIST 377 - Vietnam Wars,4,"Vietnamese history, French colonialism, American involvement and the military, social, cultural and political results to understand the multi layered after effects of the Vietnam Wars in the U.S., Southeast Asia, and the world."
HIST 393 - Special Topics in Non-Western History,1-4,Special topics in world regional history will vary.
HIST 387 - International Education Colloquium,1,"Earn credit by attending International Education Week events and participating in an online discussion forum. Mandatory pre-event meeting.
Cross-listed with: ANTH 387, COMM 387, ECON 387, GEOG 387, INTL 387, PSCI 387"
HIST 394 - History Conference,1,Opportunity for students to be historians by presenting an original research paper in a conference setting. Students must attend preliminary meetings and all parts of the conference for credit.
HIST 395 - Classroom Observation for History Day,1,"Students will assist elementary/secondary students in History Day projects by helping them select a topic, locate historical documents, and organize research into a final project and will mentor historical skills and methodologies in local classrooms."
HIST 396 - International Latino Film Seminar,1,"This seminar presents and discusses three films from the Hispanic world, in Spanish with English subtitles.
Cross-listed with: ES 396, SPAN 396"
HIST 397 - Weekend Workshops: Variable Topics,1,Intensive weekend workshop to delve into greater depth on a historical topic.
HIST 398 - History Career Workshop,1,Help students think about the ways they learn and work as history majors and how to translate their knowledge into skills valuable in the working world.
HIST 482 - Internship in History,1-3,Field observation and placement in a public or private nonprofit agency.
HIST 491 - Mentoring,1-3,Advanced majors gain experience as teaching assistants working with a diverse body of students.
HIST 490W - Senior Seminar in History,4,"Directed, individual investigation. Prepare senior research paper. Apply techniques of historical research and criticism."
