title,units,description
ESM 305 - Environmental Conflict Resolution,3,"Introduction to conflict theory as applied in complex natural resource disputes. Skill development in planning culturally appropriate and inclusive public participation processes, meeting facilitation, and conflict mediation. Comparison of options for nonviolent conflict management."
ESM 309B - Environmental Communication,3,"This course is intended for advanced students who want to learn the basic theories, strategies, and techniques used to communicate a body of scientific knowledge to the public in a comprehensible manner."
ESM 325 - Environmental Law and Regulation,3,"Overview of laws, policy, and institutions used to regulate natural resource management and protect the environment. Legal principles; property rights; federal, state, and international environmental legislation; and regulatory authorities."
ESM 435 - Grant Proposal Writing,3,"Fundamentals of grant proposal writing, from conception of the idea to writing a coherent and persuasive proposal. Combines critical thinking, communication and quantitative reasoning skills, and critical evaluation of proposals."
ESM 410W - Geospatial Capstone,4,"Bring your multidisciplinary education to bear on real-world issues. Work with clients to apply geospatial methods and technology to environmental and social challenges. Develop professional analytic, communication and presentation skills.
Cross-listed with: GSP 410W"
ESM 411W - Energy and Climate Capstone,4,Bring your multidisciplinary education to bear on real-world problems. Work with client agencies to evaluate and address critical energy and climate challenges in our community and beyond.
ESM 453W - Environmental Education and Interpretation Capstone,4,"Bring your multidisciplinary education to bear on real-world projects. Work with client agencies to develop interpretive exhibits, panels, and programming, and with local schools to develop science based curriculum."
ESM 455W - Ecological Restoration Capstone,4,"Bring your multidisciplinary education to bear on real-world projects. Work with client agencies to apply the restoration process, devise methods and goals for restoration, develop management strategies for restored sites."
ESM 475W - Environmental Planning and Policy Capstone,4,Bring your multidisciplinary education to bear on real-world projects. Apply research skills in response to a community client’s request for assistance with an environmental planning or policy topic.
CHEM 107 - Fundamentals of Chemistry,4,Terminal course. Fundamental concepts and applications of general and inorganic chemistry.
ECON 104 - Contemporary Topics in Economics,3,"Analyze contemporary issues, including multicultural issues. Employ principles of microeconomics, macroeconomics, and the economics of discrimination and public choice. Economics’ role as a social science assisting in understanding causes, effects, and possible policies for current problems."
MATH 105 - Calculus for the Biological Sciences and Natural Resources,3,"Differential and integral calculus. Apply to biological sciences, including exponential growth and decay."
PHYX 106 - College Physics: Mechanics and Heat,4,"Non-Calculus, for science majors. Mechanics, fluids, heat, sound."
PHYX 107 - College Physics: Electromagnetism and Modern Physics,4,"Non-Calculus, for science majors. Geometric optics, electricity, magnetism, electromagnetic waves, AC circuits, physical optics, relativity."
ECON 450 - Energy Economics and Climate Policy,4,Intro to energy market economics and institutions. Climate-change policies and impacts. Economic tools for reducing greenhouse-gas emissions. Economic analysis of energy efficiency and renewable energy projects.
ENGR 305 - Appropriate Technology,3,"Engineering technology principles. Energy, waste disposal, food production technologies. Lab exercises involve working systems at Campus Center for Appropriate Technology."
ENGR 371 - Energy Systems and Technology,3,Introduction to key topics and technologies associated with modern energy systems. Covers principles of thermodynamics and electricity and their application to energy systems.
"ESM 370 - Energy, Technology and Society",3,"Interdisciplinary course in energy, the environment, and society. Focuses on energy and climate change, integrating physical science, social science, and policy dimensions."
ESM 425 - Environmental Impact Assessment,3,Legislative/judicial history and current implementation of National Environmental Policy Act (NEPA) and California Environmental Quality Act (CEQA). Practice analyzing and preparing impact assessments for development projects.
CHEM 370 - Earth System Chemistry,3,"Chemistry of the earth, including elemental cycling and speciation in the environment, the impact of man on biogeochemical processes, and the effects of climate change on the chemical/physical interactions occurring within and between the atmosphere, hydrosphere, and biosphere."
OCN 420 - Oceans and Climate,3,"Examines the role that oceans play in mediating global climate. Detailed exploration of ocean carbon cycle, consequences of climate change on ocean ecosystems, ocean-related climate feedback loops, and predictions of oceans of the future."
WSHD 458 - Climate Change and Land Use,3,"Implications of climate change for terrestrial and aquatic resources. Overview of projected shifts in weather and climate. Influence of land use decisions on global carbon cycle in forests, agriculture and wetlands."
