title,units,description
SPAN 107 - Spanish Language and Culture III,4,"Intermediate Spanish I; develop understanding, speaking, reading, writing, knowledge of Hispanic culture. Language as communicative medium/ carrier of culture. Conducted in Spanish. Part 1 of 2 course sequence."
SPAN 108 - Level III Heritage Speakers,4,Designed for Heritage Speakers to master formal/ professional Spanish and deepen awareness of national and international Hispanic cultures. Part 1 of a 2 course sequence.
SPAN 435 - Spanish Applied Linguistics,4,"Elementary principles of linguistics; their application to Spanish. Difficulties of syntax, morphology, and phonology from an English-speaker’s point of view."
ANTH 307 - World Heritage and Archaeology,3,Studies of diverse human values and social systems embedded in cultures of a world region through investigations in archaeology and/or cultural anthropology.
ANTH 351 - Archaeological Materials Analysis,4,"A hands-on introduction to interpreting artifacts from sites. It will cover phases of analysis including: defining problems, attributes, cataloging data, analyzing data, and interpreting results."
ANTH 352 - Experimental Archaeology,4,"Introduces students to experimental archaeology, or the scientific manner in which archaeologists engage in controlled experiments in order to better understand life in the past."
ANTH 353 - Archaeology of Warfare,4,Explore the origins/causes/consequences of warfare. We will gain an understanding of the range of variation in which warfare and human societies have influenced one another.
ANTH 354 - Cultural Resource Management,4,"Vocationally-oriented introduction to applied archaeology. Ethical, legal, and technical aspects of conserving prehistoric and historic cultural resources of the US."
ANTH 357 - Field Archaeology,1-6,"Field experience in local area or in summer field school. Content varies: surface survey, mapping, or excavation. May involve placement as volunteer with federal or state agency."
ANTH 358 - Archaeology Lab,1-3,Archaeology lab activities.
ANTH 359 - Special Topics in Archaeology,1-4,"Seminars in selected subfields (concentrations or theory): environmental archaeology, geoarchaeology, archaeoastronomy, zooarchaeology, historical archaeology, ethnohistory. Check with faculty for content."
ANTH 395 - Mesoamerican Archaeology,4,"Intensive survey of pre-Hispanic cultures of Mexico and Central America. Origins, development, and characteristics of native civilizations: Olmec, Mayan, Teotihuacan, Monte Alban, Toltec, and Aztec."
ANTH 305 - Human Evolutionary Health,3,"How the biology, behavior, diet, strategies, and experiences of our ancestors are reflected in and affect us today; examine human biocultural diversity within the context of evolutionary history."
ANTH 331 - Paleoanthropology,4,"Evolutionary theory, the behavior, ecology, and morphology of human ancestors, and the emergence of our species. This course is framed by the major debates and rivalries within the discipline."
ANTH 332 - Skeletal Biology and Forensics,4,"Intensive study of human osteology and skeletal biology, including techniques for creating biological profiles and estimating age, sex, stature, trauma, and disease; application to legal investigations and human rights."
ANTH 333 - Primate Adaptation and Evolution,4,Nonhuman primate evolution and adaptation; what makes primates unique mammals; models for big evolutionary questions; systematics; anatomy; behavioral ecology and strategies of extant primates; biogeography; primate origins; adaptive radiation; fossils.
"ANTH 334 - Anthropology, Ecology and Conservation",4,"Interrelationships between humans and the environment, with an eye to conservation. Topics such as: ecology of human and nonhuman primate habitats; biogeography, biodiversity; biotic interactions; globalization; population growth; climate change."
ANTH 339 - Special Topics in Biological Anthropology,1-4,"Seminars on topics such as: advanced bioanth methods, evolutionary theory, human osteology, functional/evolutionary anatomy, primate evolution, ecology, conservation, nutrition, medical anthropology, epidemiology, epigenetics, zooarchaeology, taphonomy and bioarchaeology."
ANTH 302 - Anthropology of Religion,3,"Examine theoretical perspectives and modes of analysis of religious and spiritual traditions with a focus on ritual, magic, and symbolic systems."
ANTH 314 - Wicked Problems of the Anthropocene,4,"Critically examines relationships between environment, health, and society with a focus on the roles of colonialism, development, and globalization. Organized around several environmental issues including climate change, water pollution and waste, energy, and disasters."
ANTH 316 - Anthropology and Development,4,Traditional cultures and their economies. How these societies have adjusted to world economy. Analyze social costs/benefits of economic development.
ANTH 317 - Gender and Development,4,"Explore how social and economic change happens, focusing on how development policies, programs and issues affect women and men, girls and boys, differently. Examine a range of gender related concerns across the developed and developing world, including: sexual/reproductive health, LGBTQIA+, formal/informal work, education, microfinance, migration, and the environment."
ANTH 329 - Selected Topics in Social Anthropology,1-4,"Seminars provide fresh anthropological perspectives on topics such as activism, art, community, environment, film, food, folklore, health, media, medicine, migration, politics."
