title,units,description
STAT 108 - Elementary Statistics,3,"Rudimentary data collection, descriptive statistics of univariate and bivariate data, probability, random variables, discrete and continuous distributions. Foundational concepts of confidence intervals and hypothesis tests. Use and abuse of statistics."
STAT 109 - Introductory Biostatistics,4,"Descriptive statistics, probability, random variables, discrete and continuous distributions, confidence intervals, contingency tests, regression and correlation, tests of hypothesis, analysis of variance. Emphasis: methods and applications used in the biological and natural resource sciences."
GSP 316 - Cartography,4,"Cartographic visualization and map design principles through GIS and illustration programs, the selection of appropriate map projections, data classification, color, visual variables, charts, graphs, and diagrams."
GSP 318 - Geospatial Programming I,3,"Introduction to programming for geospatial students. Covers problem decomposition, control structures, simple data structures, testing, and documentation, using the Python programming language and geospatial-oriented examples."
GSP 326 - Intermediate Remote Sensing,3,"Intermediate level course focusing on digital image processing involving image enhancements, image rectifications, classification, and accuracy assessments. Additional topics include image processing techniques involving thermal, hyperspectral, Radar, and LiDAR data."
GSP 330 - Mobile Mapping,3,"Concepts and techniques of data collection using mapping-grade GPS units. Topics include understanding data collection protocols, data processing, GIS integration, error sources, differential correction, and other advanced capabilities."
GSP 370 - Intermediate Geographic Information Science (GIS),3,"Data accuracy and quality, standard and advanced geospatial data models, data integration and analysis, constraint analysis, location-allocation analysis, metadata standards and documentation, geospatial ethics, industry applications of geospatial analysis."
ESM 410W - Geospatial Capstone,4,"Bring your multidisciplinary education to bear on real-world issues. Work with clients to apply geospatial methods and technology to environmental and social challenges. Develop professional analytic, communication and presentation skills.
Cross-listed with: GSP 410W"
GEOG 411W - Senior Field Research,4,"Techniques of field observation, sampling, and analysis using mapping procedures and the interview. Focus on a particular field problem with report writing as part of the experience."
GSP 410W - Geospatial Capstone,4,"Bring your multidisciplinary education to bear on real-world issues. Work with clients to apply geospatial methods and technology to environmental and social challenges. Develop professional analytic, communication and presentation skills. Cross-listed with ESM 410W.
Cross-listed with: ESM 410W"
CS 325 - Database Design,4,"Introduction to database design and implementation. Relational model, entity-relationship model and diagrams, converting a model to a schema, elementary Structured Query Language (SQL), normalization."
CS 328 - Web-Apps Using Databases,4,Building applications atop databases. N-tiered architecture; database tier: stored procedures/functions; presentation tier: web GUIs; application tier: controlling web-to-database interactions.
GEOG 471M - Topics in Human Geography Depth Experience,1,"Explore course topics in greater depth through a combination of writing assignments, poster creation, film and field exercises."
GEOG 472M - Topics in Regional Geography Depth Experience,1,"Explore course topics in greater depth through a combination of writing assignments, poster creation, film and field exercises."
GEOG 473M - Topics in Physical Geography Depth Experience,1,"Explore course topics in greater depth through a combination of writing assignments, poster creation, film and field exercises."
GSP 416 - Advanced Cartography Design Seminar,4,Build on fundamentals through cartographic visualization: the map as a tool for both exploring and representing geographic information. Greater depth in cartographic design theory. Discuss weekly readings; complete major map project.
GSP 418 - Geospatial Programming II,3,"Creating enterprise-level geospatial infrastructures for analysis, monitoring, and modeling. Web and mobile development of geospatial applications. Use of enterprise-level databases, object-oriented programming and design methods, and professional software development processes."
GSP 426 - Cartography Practicum,1-4,Practical mapping experience as a cartographic intern with the Institute for Cartographic Design. Supervised individual and group work experience in geospatial sciences. This course is intended for those pursuing advanced cartographic training.
GSP 436 - Advanced Remote Sensing,3,"Advanced course in remote sensing. Topics include advanced image enhancements involving project design, image fusion, higher levels of image classification techniques including object-oriented classifications, machine learning techniques, geostatistics, etc."
GSP 470 - Advanced Geospatial Analysis and Modeling,3,"Analysis of uncertainty, autocorrelation, trend-surfaces, and random processes. Modeling using point-process, generalized linear, generalized additive, and machine learning methods. Selecting appropriate alternative modeling methods including cellular automata, agent-based, neural networks, and stimulation. Validating and characterizing models using Monte Carlo and other methods.
Co-listed with: GSP 570. (Only one of the co-listed courses may be taken for credit. See Terminology for more information.)"
GSP 480 - Selected Topics in Geospatial Science,1-3,"Selected topics in geospatial science; GIS, remote sensing, cartography, mobile mapping, web-based applications, databases, programming. May require additional prerequisites."
GSP 480L - Selected Topics in Geospatial Science Lab,1-2,"Selected Topics in Geospatial Science; GIS, remote sensing, cartography, mobile mapping, web-based applications, databases, programming. May require additional prerequisites."
GSP 482 - GSP Internship,2-3,"Engage in an internship in an applied or research-related setting, and implement the theory and practice of the major by working for a public agency, private firm, research facility, or non-profit organization."
ANTH 316 - Anthropology and Development,4,Traditional cultures and their economies. How these societies have adjusted to world economy. Analyze social costs/benefits of economic development.
ANTH 359 - Special Topics in Archaeology,1-4,"Seminars in selected subfields (concentrations or theory): environmental archaeology, geoarchaeology, archaeoastronomy, zooarchaeology, historical archaeology, ethnohistory. Check with faculty for content."
GEOG 300 - Global Awareness,3,"Analyze current world conflicts and problem areas. Spatial, social, economic, political, and environmental realities."
GEOG 301 - International Environmental Issues and Globalization,3,"Cross-disciplinary examination of economic development, world regions, population trends, resource exploitation, sustainability, impact of resource extraction in key world locations, and increasing global environmental connectivity, integration, and interdependence.
Cross-listed with: ESM 301"
GEOG 304 - Migrations and Mosaics,3,"Role of international and internal migrations in shaping American population and society. Examine full range of ethnic mosaics that result from the mixing and clashing of diverse cultures. Put own lifeline in national perspective.
Cross-listed with: ES 304"
"GEOG 357 - Climate, Ecosystems and People",3,This course will examine impacts of recent climate change on ecosystems and landscapes with primary case studies from North America and global syntheses.
"GEOG 357M - Climate, Ecosystems and People Depth Experience",1,"This one-unit course is designed to provide in-depth experience with the topics covered in the companion course Climate, Ecosystems and People."
GEOG 363 - Political Geography,3,World survey of spatial variation and interrelationships of political phenomena within a political region.
GEOG 365 - Political Ecology,4,"Combines elements of human ecology and political economy to examine environmental degradation, conflict and conservation. Examines social movements.
Cross-listed with: PSCI 365"
GEOG 471 - Topics in Human Geography,1-4,Use established methods of geographic inquiry.
GEOG 472 - Topics in Regional Geography,1-4,Specialized consideration of selected world regions.
NAS 332 - Environmental Justice,3,"Issues/concerns that led to Executive Order 12898 (environmental policies and conflicts between industries and those seeking environmental protection, including Alaska Native villages, “lower 48” tribes, grassroot community organizations)."
SOC 225S - Social Issues and Action,4,Why do some social issues become a focus of concern? How do inequalities shape definitions and responses? course service learning experiences connect students to local organizations and actions.
SOC 316 - Gender and Society,4,"Nature of gender dynamics linking personal experiences to the structure and functioning of institutions, to cultural/subcultural aspects of society, and to interests of the powerful.
Cross-listed with: WS 316"
WS 316 - Gender and Society,4,"Nature of gender dynamics linking personal experiences to the structure and functioning of institutions, to cultural/subcultural aspects of society, and to interests of the powerful.
Cross-listed with: SOC 316"
